timestamp,sample_rate,frame_size,rms,peak,mean,std,zero_crossings
26.84,8000,320,0.017186501994729042,0.0438232421875,0.0008533477666787803,0.017165305092930794,29
26.88,8000,320,0.011820011772215366,0.0281982421875,-0.0016521454090252519,0.01170397736132145,45
26.92,8000,320,0.012447194196283817,0.0321044921875,0.0006404876476153731,0.012430704198777676,35
26.96,8000,320,0.01072046346962452,0.0360107421875,0.0005176544073037803,0.010707957670092583,52
27.0,8000,320,0.01019444689154625,0.0301513671875,-0.00058746337890625,0.010177506133913994,58
27.04,8000,320,0.017803296446800232,0.0457763671875,0.0009738922235555947,0.01777663826942444,24
27.08,8000,320,0.015535188838839531,0.0418701171875,-0.0010360718006268144,0.015500601381063461,28
27.12,8000,320,0.010028275661170483,0.0321044921875,-0.0004871368291787803,0.01001643668860197,60
27.16,8000,320,0.013212106190621853,0.0360107421875,0.0010124206310138106,0.013173258863389492,47
27.2,8000,320,0.013178020715713501,0.0418701171875,0.0003459930303506553,0.013173477724194527,61
27.24,8000,320,0.011166893877089024,0.0281982421875,-0.0012351989280432463,0.01109836995601654,43
27.28,8000,320,0.013449829071760178,0.0340576171875,-0.0009845733875408769,0.013413744047284126,38
27.32,8000,320,0.010619615204632282,0.0321044921875,-0.0014141083229333162,0.010525043122470379,49
27.36,8000,320,0.014049453660845757,0.0418701171875,0.00258216867223382,0.013810125179588795,31
27.4,8000,320,0.010753077454864979,0.0301513671875,-0.0014507293235510588,0.010654767043888569,64
27.44,8000,320,0.009150720201432705,0.0257568359375,0.00012283325486350805,0.00914989598095417,59
27.48,8000,320,0.008662247098982334,0.0379638671875,-0.0007232666248455644,0.008631998673081398,62
27.52,8000,320,0.008161326870322227,0.0281982421875,-0.0003730774042196572,0.008152795024216175,50
27.56,8000,320,0.010589700192213058,0.0281982421875,0.0022880553733557463,0.01033956278115511,35
27.6,8000,320,0.011384273879230022,0.0360107421875,-0.0005985259776934981,0.011368528939783573,52
27.64,8000,320,0.011684319004416466,0.0301513671875,-0.0017898560035973787,0.011546417139470577,47
27.68,8000,320,0.0077495211735367775,0.0198974609375,-0.0002643585321493447,0.007745010778307915,55
27.72,8000,320,0.008625946007668972,0.0228271484375,0.0013195037608966231,0.008524427190423012,59
27.76,8000,320,0.008913473226130009,0.0238037109375,-0.0004440307675395161,0.008902407251298428,61
27.8,8000,320,0.008901381865143776,0.0281982421875,0.0010002136696130037,0.008845007978379726,64
27.84,8000,320,0.009767729789018631,0.0301513671875,0.00019569396681617945,0.009765769354999065,51
27.88,8000,320,0.012451624497771263,0.0321044921875,-0.0021385191939771175,0.012266608886420727,38
27.92,8000,320,0.01332060620188713,0.0301513671875,-0.0019851685501635075,0.013171851634979248,28
27.96,8000,320,0.01077852863818407,0.0321044921875,0.0026607513427734375,0.01044495403766632,48
